variant_id,cfe_ext,jmas_ext,avg_commute,profile3_avg_commute,mean_freeflow_border_time,mean_dynamic_border_time,overloads,hazards,water,assigned_projects,model,solver_status,objective_value,solver_runtime_sec,network_topology,dynamic_stgnn,cfe_capacity,environmental_constraints,selected_plot_set,assignment_changes_vs_euclidean,assignment_changes_vs_network
euclidean_milp,25575.60852485186,25872.12894960291,14.340324046235246,2.97640273324014,28.379195887096078,34.43140666666667,0,0,0,15,Euclidean MILP,Optimal,1850946.0912383413,0.8738729000033345,False,False,True,True,0;1;2;3;4;5;6;8;9;26;41;46;47;48;49,0,2
network_milp,25575.60852485186,25872.12894960291,14.340324046235244,2.97640273324014,28.379195887096078,34.43140666666666,0,0,0,15,Network MILP,Optimal,1865710.6748813721,0.3738252999901306,True,False,True,True,0;1;2;3;4;5;6;8;9;26;41;46;47;48;49,2,0
synthetic_stgnn_milp,25575.60852485186,25872.12894960291,14.340324046235244,2.97640273324014,28.379195887096067,34.43140666666666,0,0,0,15,Synthetic-STGNN MILP,Optimal,1867046.2141508688,0.5785182999970857,True,True,True,True,0;1;2;3;4;5;6;8;9;26;41;46;47;48;49,5,3
