epoch,train_mse,val_mse
91,0.08562031139930089,0.08305536210536957
92,0.08554099996884663,0.08297818154096603
93,0.08546149233977,0.0829007551074028
94,0.08538174629211426,0.08282279223203659
95,0.08530173699061076,0.0827447697520256
96,0.08522150913874309,0.08266652375459671
97,0.08514113475879033,0.08258812874555588
98,0.08506052444378535,0.08250974118709564
99,0.08497961610555649,0.08243097364902496
100,0.08489841471115749,0.08235210925340652
101,0.08481705685456593,0.08227342367172241
102,0.08473566174507141,0.0821947529911995
103,0.08465419709682465,0.0821162536740303
104,0.08457282682259877,0.08203776925802231
105,0.08449153353770573,0.0819593295454979
106,0.08441061029831569,0.08188112825155258
107,0.08432997018098831,0.08180314302444458
108,0.08424946914116542,0.0817250981926918
109,0.08416932076215744,0.08164730668067932
110,0.08408968895673752,0.08157006651163101
111,0.08401044458150864,0.08149322867393494
112,0.08393148829539616,0.08141675591468811
113,0.08385280271371205,0.0813404768705368
114,0.08377437541882198,0.08126434683799744
115,0.0836962064107259,0.0811883807182312
116,0.0836183304588,0.0811128094792366
117,0.08354075501362483,0.08103769272565842
118,0.08346341798702876,0.08096283674240112
119,0.0833863119284312,0.08088818192481995
120,0.08330947160720825,0.0808136835694313
121,0.08323284735282262,0.08073937892913818
122,0.08315643171469371,0.08066529035568237
123,0.0830802172422409,0.08059141039848328
124,0.08300422877073288,0.08051777631044388
125,0.08292840172847112,0.08044429868459702
126,0.08285278578599294,0.08037088811397552
127,0.08277732878923416,0.08029768615961075
128,0.08270203818877538,0.08022461086511612
129,0.08262688169876735,0.08015158772468567
130,0.08255189657211304,0.08007875084877014
131,0.08247700085242589,0.0800061970949173
132,0.08240222682555516,0.07993368059396744
133,0.08232757200797398,0.07986100763082504
134,0.08225300659735997,0.07978824526071548
135,0.08217847595612209,0.07971550524234772
136,0.08210398256778717,0.07964297384023666
137,0.08202952643235524,0.07957059144973755
138,0.08195511003335317,0.07949823141098022
139,0.08188078304131825,0.07942590862512589
140,0.08180651813745499,0.07935348898172379
141,0.08173227310180664,0.0792810320854187
142,0.0816580280661583,0.07920859754085541
143,0.08158385256926219,0.07913623750209808
144,0.08150969197352727,0.07906389981508255
145,0.08143553137779236,0.07899148762226105
146,0.08136136581500371,0.07891903817653656
147,0.08128717541694641,0.07884655147790909
148,0.08121294528245926,0.07877402007579803
149,0.08113864809274673,0.07870137691497803
150,0.08106428633133571,0.07862856984138489
151,0.0809898426135381,0.0785556361079216
152,0.08091528962055843,0.07848256081342697
153,0.08084060003360112,0.07840948551893234
154,0.08076577881971995,0.07833640277385712
155,0.08069081107775371,0.07826316356658936
156,0.0806157390276591,0.0781896561384201
157,0.08054050803184509,0.07811599969863892
158,0.08046512305736542,0.07804220914840698
159,0.0803895394007365,0.07796818763017654
160,0.08031376699606578,0.07789392024278641
161,0.08023778100808461,0.07781946659088135
162,0.08016155908505122,0.0777447372674942
163,0.08008507639169693,0.07766970992088318
164,0.08000833292802174,0.07759437710046768
165,0.07993132869402568,0.07751881331205368
166,0.07985403637091319,0.077442966401577
167,0.07977642118930817,0.07736659795045853
168,0.07969844589630763,0.07728978991508484
169,0.07962012042601903,0.07721283286809921
170,0.07954140255848567,0.07713566720485687
171,0.0794622724254926,0.07705804705619812
172,0.07938277224699657,0.07697993516921997
173,0.0793028399348259,0.07690159231424332
174,0.07922247300545375,0.07682272046804428
175,0.07914162675539653,0.07674311846494675
176,0.07906027634938557,0.07666300237178802
177,0.07897842178742091,0.07658248394727707
178,0.07889605313539505,0.07650136202573776
179,0.07881316542625427,0.07641943544149399
180,0.0787297214070956,0.07633689790964127
181,0.0786456639568011,0.07625385373830795
182,0.07856097569068272,0.07616996020078659
183,0.07847560942173004,0.0760851502418518
184,0.0783895676334699,0.07599963992834091
185,0.0783027783036232,0.07591339945793152
186,0.07821521162986755,0.07582629472017288
187,0.0781268800298373,0.075738325715065
188,0.07803770403067271,0.07564949244260788
189,0.07794764637947083,0.07555967569351196
190,0.07785666485627492,0.07546879351139069
191,0.07776473214228947,0.07537694275379181
192,0.07767177373170853,0.07528404891490936
193,0.07757773747046788,0.07518995553255081
194,0.07748260845740636,0.07509476691484451
195,0.07738629231850307,0.07499843835830688
196,0.07728872696558635,0.07490067183971405
197,0.07718990246454875,0.0748014748096466
198,0.0770897443095843,0.07470101863145828
199,0.07698816061019897,0.07459903508424759
200,0.07688509672880173,0.07449544221162796
